0 1 0 1 2
0 1 0 1 3
0 1 0 1 4
0 1 0 1 5
0 1 0 1 6
0 1 0 2 1 2 2
0 1 0 2 1 2 3
0 1 0 2 1 2 4
0 1 0 2 1 2 5
0 1 0 2 1 2 6
0 1 0 1 0 1 2
0 1 0 1 0 1 3
0 1 0 1 0 1 4
0 1 0 1 0 1 5
0 1 0 1 0 1 6
0 1 0 1 0 2 0 2 2
0 1 0 1 0 2 0 2 3
0 1 0 1 0 2 0 2 4
0 1 0 1 0 2 0 2 5
0 1 0 1 0 2 0 2 6
0 1 0 1 0 2 1 2 2
0 1 0 1 0 2 1 2 3
0 1 0 1 0 2 1 2 4
0 1 0 1 0 2 1 2 5
0 1 0 1 0 2 1 2 6
0 1 0 1 0 1 0 1 2
0 1 0 1 0 1 0 1 3
0 1 0 1 0 1 0 1 4
0 1 0 1 0 1 0 1 5
0 1 0 1 0 1 0 1 6
0 1 0 1 0 1 0 2 0 2 2
0 1 0 1 0 1 0 2 0 2 3
0 1 0 1 0 1 0 2 0 2 4
0 1 0 1 0 1 0 2 0 2 5
0 1 0 1 0 1 0 2 0 2 6
0 1 0 1 0 1 0 2 1 2 2
0 1 0 1 0 1 0 2 1 2 3
0 1 0 1 0 1 0 2 1 2 4
0 1 0 1 0 1 0 2 1 2 5
0 1 0 1 0 1 0 2 1 2 6
0 1 0 1 0 2 0 2 1 2 2
0 1 0 1 0 2 0 2 1 2 3
0 1 0 1 0 2 0 2 1 2 4
0 1 0 1 0 2 0 2 1 2 5
0 1 0 1 0 2 0 2 1 2 6
0 1 0 1 0 2 2
0 1 0 1 0 2 3
0 1 0 1 0 2 4
0 1 0 1 0 2 5
0 1 0 1 0 2 6
0 1 0 2 1 3 2 3 2
0 1 0 2 1 3 2 3 3
0 1 0 2 1 3 2 3 4
0 1 0 2 1 3 2 3 5
0 1 0 2 1 3 2 3 6
0 1 0 1 0 1 0 2 2
0 1 0 1 0 1 0 2 3
0 1 0 1 0 1 0 2 4
0 1 0 1 0 1 0 2 5
0 1 0 1 0 1 0 2 6
0 1 0 1 0 2 0 3 2 3 2
0 1 0 1 0 2 0 3 2 3 3
0 1 0 1 0 2 0 3 2 3 4
0 1 0 1 0 2 0 3 2 3 5
0 1 0 1 0 2 0 3 2 3 6
0 1 0 1 0 2 1 3 2 3 2
0 1 0 1 0 2 1 3 2 3 3
0 1 0 1 0 2 1 3 2 3 4
0 1 0 1 0 2 1 3 2 3 5
0 1 0 1 0 2 1 3 2 3 6
0 1 0 1 0 2 2 3 2 3 2
0 1 0 1 0 2 2 3 2 3 3
0 1 0 1 0 2 2 3 2 3 4
0 1 0 1 0 2 2 3 2 3 5
0 1 0 1 0 2 2 3 2 3 6
0 1 0 2 0 3 1 2 1 3 2
0 1 0 2 0 3 1 2 1 3 3
0 1 0 2 0 3 1 2 1 3 4
0 1 0 2 0 3 1 2 1 3 5
0 1 0 2 0 3 1 2 1 3 6
0 1 0 2 1 2 2 3 2 3 2
0 1 0 2 1 2 2 3 2 3 3
0 1 0 2 1 2 2 3 2 3 4
0 1 0 2 1 2 2 3 2 3 5
0 1 0 2 1 2 2 3 2 3 6
0 1 0 1 0 1 0 1 0 1 2
0 1 0 1 0 1 0 1 0 1 3
0 1 0 1 0 1 0 1 0 1 4
0 1 0 1 0 1 0 1 0 1 5
0 1 0 1 0 1 0 1 0 1 6
0 1 0 1 0 1 0 1 0 2 2
0 1 0 1 0 1 0 1 0 2 3
0 1 0 1 0 1 0 1 0 2 4
0 1 0 1 0 1 0 1 0 2 5
0 1 0 1 0 1 0 1 0 2 6
0 1 0 1 0 1 0 2 0 3 2 3 2
0 1 0 1 0 1 0 2 0 3 2 3 3
0 1 0 1 0 1 0 2 0 3 2 3 4
0 1 0 1 0 1 0 2 0 3 2 3 5
0 1 0 1 0 1 0 2 1 3 2 3 2
0 1 0 1 0 1 0 2 1 3 2 3 3
0 1 0 1 0 1 0 2 1 3 2 3 4
0 1 0 1 0 1 0 2 1 3 2 3 5
0 1 0 1 0 1 0 2 1 3 2 3 6
0 1 0 1 0 1 0 2 2 3 2 3 2
0 1 0 1 0 1 0 2 2 3 2 3 3
0 1 0 1 0 1 0 2 2 3 2 3 4
0 1 0 1 0 1 0 2 2 3 2 3 5
0 1 0 1 0 1 0 2 2 3 2 3 6
0 1 0 1 0 2 0 2 0 3 0 3 2
0 1 0 1 0 2 0 2 0 3 0 3 3
0 1 0 1 0 2 0 2 0 3 0 3 4
0 1 0 1 0 2 0 2 0 3 0 3 5
0 1 0 1 0 2 0 2 0 3 0 3 6
0 1 0 1 0 2 0 2 0 3 1 3 2
0 1 0 1 0 2 0 2 0 3 1 3 3
0 1 0 1 0 2 0 2 0 3 1 3 4
0 1 0 1 0 2 0 2 0 3 1 3 5
0 1 0 1 0 2 0 2 0 3 1 3 6
0 1 0 1 0 2 0 2 1 3 1 3 2
0 1 0 1 0 2 0 2 1 3 1 3 3
0 1 0 1 0 2 0 2 1 3 1 3 4
0 1 0 1 0 2 0 2 1 3 1 3 5
0 1 0 1 0 2 0 2 1 3 1 3 6
0 1 0 1 0 2 0 2 1 3 2 3 2
0 1 0 1 0 2 0 2 1 3 2 3 3
0 1 0 1 0 2 0 2 1 3 2 3 4
0 1 0 1 0 2 0 2 1 3 2 3 5
0 1 0 1 0 2 0 2 1 3 2 3 6
0 1 0 1 0 2 0 3 1 2 1 3 2
0 1 0 1 0 2 0 3 1 2 1 3 3
0 1 0 1 0 2 0 3 1 2 1 3 4
0 1 0 1 0 2 0 3 1 2 1 3 5
0 1 0 1 0 2 0 3 1 2 1 3 6
0 1 0 1 0 2 0 3 1 2 2 3 2
0 1 0 1 0 2 0 3 1 2 2 3 3
0 1 0 1 0 2 0 3 1 2 2 3 4
0 1 0 1 0 2 0 3 1 2 2 3 5
0 1 0 1 0 2 0 3 1 2 2 3 6
0 1 0 1 0 2 0 3 2 3 2 3 2
0 1 0 1 0 2 0 3 2 3 2 3 3
0 1 0 1 0 2 0 3 2 3 2 3 4
0 1 0 1 0 2 0 3 2 3 2 3 5
0 1 0 1 0 2 0 3 2 3 2 3 6
0 1 0 1 0 2 1 2 2 3 2 3 2
0 1 0 1 0 2 1 2 2 3 2 3 3
0 1 0 1 0 2 1 2 2 3 2 3 4
0 1 0 1 0 2 1 2 2 3 2 3 5
0 1 0 1 0 2 1 2 2 3 2 3 6
0 1 0 1 0 2 1 3 2 3 2 3 2
0 1 0 1 0 2 1 3 2 3 2 3 3
0 1 0 1 0 2 1 3 2 3 2 3 4
0 1 0 1 0 2 1 3 2 3 2 3 5
0 1 0 1 0 2 1 3 2 3 2 3 6
0 1 0 2 0 2 1 2 2 3 2 3 2
0 1 0 2 0 2 1 2 2 3 2 3 3
0 1 0 2 0 2 1 2 2 3 2 3 4
0 1 0 2 0 2 1 2 2 3 2 3 5
0 1 0 2 0 2 1 2 2 3 2 3 6
0 1 0 2 0 3 1 2 1 3 2 3 2
0 1 0 2 0 3 1 2 1 3 2 3 3
0 1 0 2 0 3 1 2 1 3 2 3 4
0 1 0 2 0 3 1 2 1 3 2 3 5
0 1 0 2 0 3 1 2 1 3 2 3 6
