PolyInx,Kbar3,h11,h12,h13,h22,EdgeList,TriangulationEstimation,PolytopeVerices,CiGenus,CiDegreeKbar
3016,30,16,1,100,506,"[[1, 0], [3, 2], [3, 2], [3, 2], [4, 2], [4, 3], [5, 1], [5, 2], [5, 2], [5, 3], [5, 3], [6, 0], [6, 2], [7, 3], [7, 4], [0, 7], [5, 7], [4, 6], [1, 2]]",360,"[[-1, -3, 1], [-1, -2, 0], [1, 0, 0], [0, 1, 0], [0, 0, 1], [-1, 0, -1], [0, -2, 1], [-1, 0, 1]]","[0, 0, 2, 1, 0, 1, 0, 0]","[1, 1, 10, 7, 2, 6, 1, 2]"
3019,30,13,2,104,508,"[[3, 0], [3, 0], [3, 1], [4, 0], [4, 1], [4, 1], [4, 1], [5, 2], [5, 3], [6, 1], [6, 1], [6, 1], [6, 1], [6, 3], [6, 5], [6, 5], [6, 5], [7, 1], [7, 2], [7, 2], [7, 4], [7, 6], [0, 2]]",64,"[[-1, -1, 0], [1, 0, 0], [-1, -1, 2], [-1, 0, -1], [1, -1, 1], [-1, 1, -1], [0, 1, -1], [0, -1, 2]]","[0, 0, 0, 0, 0, 0, 0, 0]","[2, 7, 2, 3, 3, 3, 7, 3]"
3070,30,16,2,101,508,"[[3, 0], [4, 1], [4, 1], [4, 1], [5, 1], [5, 1], [6, 1], [6, 1], [6, 2], [6, 4], [6, 5], [6, 5], [7, 1], [7, 3], [7, 5], [7, 5], [0, 2], [0, 4], [2, 4], [1, 3]]",1216,"[[-1, -1, -1], [1, 0, -1], [-1, -1, 1], [-1, 0, -1], [1, -1, -1], [-1, 1, 1], [-1, 0, 2], [-1, 1, 0]]","[0, 2, 0, 0, 0, 0, 1, 0]","[1, 11, 1, 1, 4, 4, 6, 2]"
3076,30,13,2,104,508,"[[3, 0], [3, 0], [3, 1], [4, 0], [4, 1], [4, 1], [4, 1], [4, 1], [4, 2], [5, 1], [5, 2], [5, 2], [6, 3], [6, 5], [7, 1], [7, 1], [7, 1], [7, 1], [7, 3], [7, 5], [7, 6], [7, 6], [0, 2]]",42,"[[-1, -1, 0], [1, 0, 0], [-1, -1, 2], [-1, 0, -1], [1, -1, 1], [-1, 0, 1], [-1, 1, -1], [0, 1, -1]]","[0, 0, 0, 0, 0, 0, 0, 0]","[2, 8, 2, 3, 4, 3, 2, 6]"
3080,30,16,2,101,508,"[[3, 0], [4, 1], [4, 1], [5, 1], [5, 1], [5, 3], [5, 3], [5, 4], [5, 4], [5, 4], [6, 3], [6, 4], [6, 4], [7, 0], [7, 1], [7, 5], [8, 1], [8, 2], [0, 2], [2, 6], [4, 8]]",1664,"[[-1, -1, -1], [1, -1, 0], [-1, -1, 1], [-1, 0, -1], [0, 1, 1], [0, 0, -1], [-1, 1, 1], [0, -1, -1], [0, -1, 1]]","[0, 1, 0, 0, 1, 1, 0, 0, 0]","[1, 6, 1, 2, 8, 8, 2, 1, 1]"
3119,30,18,3,100,510,"[[2, 1], [3, 0], [3, 1], [4, 1], [5, 1], [5, 1], [5, 2], [5, 2], [6, 1], [6, 2], [7, 1], [7, 1], [7, 4], [7, 4], [7, 5], [7, 5], [0, 2], [0, 4], [3, 6]]",12000,"[[-4, -3, 1], [1, 0, 0], [0, 1, 1], [-2, -2, 1], [-2, -1, -1], [0, 1, 0], [0, 0, 1], [-1, 0, -1]]","[0, 4, 0, 0, 0, 0, 0, 0]","[1, 14, 3, 1, 2, 4, 1, 4]"
3133,30,17,3,101,510,"[[2, 1], [2, 1], [4, 0], [5, 1], [5, 1], [5, 2], [5, 3], [5, 3], [6, 1], [6, 1], [6, 1], [6, 3], [6, 5], [7, 1], [7, 4], [7, 6], [7, 6], [3, 0], [0, 2], [1, 4]]",3384,"[[-1, -1, -1], [1, 0, -1], [1, -1, -1], [-1, -1, 2], [-1, 0, -1], [0, -1, 1], [-1, 1, 1], [-1, 1, 0]]","[0, 2, 0, 0, 0, 0, 1, 0]","[1, 11, 2, 2, 1, 4, 7, 2]"
3135,30,14,1,102,506,"[[1, 0], [3, 1], [4, 3], [5, 2], [5, 2], [5, 4], [5, 4], [6, 2], [6, 3], [6, 5], [6, 5], [6, 5], [6, 5], [7, 1], [7, 2], [7, 6], [7, 6], [7, 6], [0, 4], [0, 2], [2, 4]]",192,"[[-1, -1, -1], [-1, -1, 0], [1, -1, -1], [-1, 0, 0], [-1, 1, -1], [0, 1, 0], [0, 0, 1], [0, -1, 1]]","[0, 0, 1, 0, 0, 1, 0, 0]","[1, 1, 6, 1, 3, 8, 7, 3]"
3138,30,16,2,101,508,"[[2, 0], [3, 0], [3, 1], [4, 1], [4, 1], [4, 1], [4, 2], [5, 1], [5, 4], [5, 4], [6, 1], [6, 1], [6, 5], [7, 5], [7, 6], [0, 7], [3, 6], [1, 2], [1, 2]]",760,"[[-4, -1, -2], [1, 0, 0], [-3, 0, -2], [-2, -1, -1], [0, 1, 0], [0, 0, 1], [0, -1, 1], [-1, -1, 1]]","[0, 3, 0, 0, 1, 0, 0, 0]","[1, 13, 2, 1, 6, 3, 3, 1]"
3140,30,17,3,101,510,"[[2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [3, 1], [3, 2], [4, 2], [5, 1], [5, 1], [5, 1], [5, 2], [6, 3], [7, 2], [7, 3], [7, 6], [0, 6], [0, 4], [0, 5], [4, 5]]",5544,"[[-4, -3, -1], [1, 0, 0], [0, 1, 0], [0, 0, 1], [-2, -1, -1], [0, -1, -1], [-2, -1, 1], [-1, 0, 1]]","[0, 1, 2, 0, 0, 0, 0, 0]","[1, 9, 9, 4, 1, 4, 1, 1]"
3150,30,19,4,100,512,"[[2, 1], [2, 1], [4, 1], [4, 1], [4, 2], [4, 2], [6, 1], [6, 2], [6, 2], [6, 5], [7, 1], [7, 3], [7, 4], [7, 4], [0, 3], [0, 5], [0, 1], [1, 3], [1, 5]]",152576/3,"[[-5, -2, -2], [1, 0, 0], [0, 1, 0], [-3, -2, 0], [0, 0, 1], [-3, 0, -2], [-1, 1, -1], [-1, -1, 1]]","[0, 4, 0, 0, 0, 0, 0, 0]","[1, 15, 4, 1, 4, 1, 2, 2]"
3154,30,17,2,100,508,"[[3, 1], [3, 1], [3, 1], [4, 1], [4, 1], [4, 2], [5, 0], [5, 1], [6, 3], [7, 1], [7, 1], [7, 3], [7, 3], [7, 4], [0, 2], [0, 6], [2, 7], [6, 7], [3, 5]]",3328,"[[-1, -1, -1], [1, -1, 0], [-1, -1, 1], [0, 1, -1], [0, -1, 1], [0, -1, -1], [-1, 1, -1], [-1, 1, 1]]","[0, 2, 0, 1, 0, 0, 0, 1]","[1, 10, 1, 7, 2, 1, 1, 7]"
3168,30,17,3,101,510,"[[3, 0], [4, 1], [4, 1], [4, 1], [4, 1], [4, 2], [4, 2], [4, 2], [5, 0], [5, 1], [5, 4], [6, 1], [6, 1], [6, 2], [6, 4], [7, 6], [3, 7], [0, 2], [1, 3], [1, 7]]",2736,"[[-1, -1, 0], [1, 0, -1], [-1, -1, 2], [-1, 0, -1], [0, -1, 1], [0, -1, 0], [-1, 2, 0], [-1, 2, -1]]","[0, 2, 0, 0, 0, 0, 1, 0]","[1, 11, 3, 1, 7, 1, 5, 1]"
3186,30,15,3,103,510,"[[1, 0], [3, 2], [3, 2], [4, 2], [4, 2], [4, 2], [4, 2], [4, 3], [5, 1], [5, 4], [5, 4], [5, 4], [5, 4], [6, 3], [7, 3], [7, 5], [7, 6], [8, 0], [8, 1], [8, 2], [8, 2], [8, 4], [0, 6]]",1044,"[[-1, -1, -1], [-1, -1, 0], [1, 0, -1], [0, 1, -1], [0, 0, 1], [-1, 0, 2], [-1, 1, -1], [-1, 1, 0], [0, -1, -1]]","[0, 0, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 8, 3, 8, 4, 1, 1, 3]"
3189,30,14,0,101,504,"[[3, 0], [3, 1], [4, 1], [4, 1], [4, 2], [5, 1], [5, 1], [5, 4], [6, 1], [6, 2], [7, 1], [7, 1], [7, 3], [7, 3], [7, 5], [7, 5], [0, 5], [0, 2], [3, 6], [2, 5]]",144,"[[-2, 0, -1], [1, 0, 0], [-2, 2, -1], [-1, -1, -1], [0, 1, 0], [0, 0, 1], [-1, 1, -1], [0, -1, 0]]","[0, 2, 0, 0, 0, 1, 0, 0]","[1, 10, 2, 3, 2, 7, 1, 4]"
3196,30,16,3,102,510,"[[2, 1], [2, 1], [2, 1], [2, 1], [4, 0], [4, 2], [5, 0], [5, 1], [5, 1], [5, 2], [5, 4], [6, 2], [6, 2], [6, 3], [7, 2], [7, 4], [7, 6], [3, 0], [1, 3], [1, 3]]",1692,"[[-1, -1, -1], [1, -1, 0], [0, 1, 0], [-1, -1, 2], [-1, 0, -1], [0, -1, -1], [-1, 1, 1], [-1, 1, 0]]","[0, 1, 2, 0, 0, 0, 0, 0]","[1, 8, 11, 2, 2, 3, 2, 1]"
3202,30,17,3,101,510,"[[2, 1], [2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [3, 2], [4, 1], [4, 2], [5, 0], [5, 1], [6, 2], [6, 2], [6, 2], [6, 3], [7, 4], [7, 6], [7, 0], [0, 3], [4, 5]]",4960/3,"[[-1, -3, 1], [1, 0, 0], [0, 1, 0], [-1, -1, -1], [0, 0, 1], [0, -2, 1], [-1, 1, 0], [-1, 0, 1]]","[0, 2, 0, 1, 0, 0, 0, 0]","[1, 10, 7, 5, 2, 1, 3, 1]"
3204,30,15,1,101,506,"[[2, 1], [2, 1], [2, 1], [4, 1], [4, 2], [4, 2], [5, 1], [5, 3], [5, 4], [5, 4], [6, 0], [6, 1], [6, 2], [6, 2], [7, 2], [7, 4], [0, 7], [0, 3], [0, 1], [1, 3]]",396,"[[-3, -2, -2], [1, 0, 0], [0, 1, 0], [-1, -2, 0], [0, 0, 1], [0, -1, 1], [-1, 0, -1], [-1, 0, 0]]","[0, 2, 1, 0, 0, 0, 0, 0]","[2, 10, 8, 1, 4, 2, 2, 1]"
3209,30,17,2,100,508,"[[2, 1], [2, 1], [2, 1], [4, 0], [4, 2], [5, 1], [5, 3], [6, 0], [6, 1], [6, 2], [6, 2], [7, 1], [7, 1], [7, 2], [7, 2], [7, 4], [3, 0], [5, 6], [3, 7]]",1920,"[[-1, -1, -1], [1, 0, 1], [0, 0, -1], [-1, -1, 2], [-1, 0, -1], [0, -1, 2], [0, -1, -1], [-1, 1, 0]]","[0, 2, 1, 0, 0, 0, 0, 1]","[1, 9, 8, 1, 1, 1, 3, 6]"
3224,30,14,1,102,506,"[[1, 0], [2, 1], [3, 0], [4, 2], [4, 2], [4, 2], [4, 3], [5, 2], [5, 2], [5, 4], [6, 2], [6, 2], [6, 5], [6, 5], [7, 3], [7, 4], [7, 5], [5, 0], [1, 6], [1, 6]]",200,"[[-3, 0, -2], [-2, -1, -2], [1, 0, 0], [-2, 1, -1], [0, 1, 0], [0, 0, 1], [0, -1, 0], [-1, 1, 0]]","[0, 0, 2, 0, 0, 1, 0, 0]","[1, 2, 10, 1, 4, 7, 4, 1]"
3232,30,15,1,101,506,"[[2, 0], [2, 1], [3, 1], [3, 1], [5, 1], [5, 1], [5, 3], [5, 4], [6, 1], [6, 1], [6, 1], [6, 4], [6, 4], [6, 5], [7, 3], [7, 5], [0, 7], [0, 4], [2, 3], [2, 6]]",288,"[[-3, 1, -2], [1, 0, 0], [-2, 1, -2], [0, 1, 0], [-1, -1, 0], [0, 0, 1], [0, -1, 0], [-1, 1, 0]]","[0, 2, 0, 0, 0, 1, 0, 0]","[1, 10, 2, 3, 2, 6, 5, 1]"
3236,30,15,1,101,506,"[[2, 1], [2, 1], [3, 0], [4, 1], [5, 1], [5, 1], [5, 2], [5, 3], [6, 1], [6, 1], [6, 4], [6, 4], [6, 5], [6, 5], [7, 1], [7, 2], [0, 4], [0, 7], [4, 7], [2, 3]]",312,"[[-3, 1, -1], [1, 0, 0], [0, 1, 0], [-2, 1, 0], [-1, -1, -1], [0, 0, 1], [0, -1, 0], [-1, 1, -1]]","[0, 2, 0, 0, 0, 1, 0, 0]","[1, 10, 3, 1, 3, 6, 4, 2]"
3238,30,16,2,101,508,"[[2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [3, 2], [4, 1], [5, 1], [5, 3], [5, 4], [6, 2], [6, 3], [6, 3], [7, 1], [7, 2], [7, 2], [0, 6], [0, 4], [0, 7], [4, 7]]",704,"[[-3, -2, -1], [1, 0, 0], [0, 1, 0], [0, 0, 1], [-1, -2, -1], [0, -1, 0], [-1, 0, 1], [-1, 0, -1]]","[0, 2, 1, 0, 0, 0, 0, 0]","[1, 10, 7, 4, 2, 1, 2, 3]"
3240,30,18,3,100,510,"[[2, 1], [2, 1], [2, 1], [3, 1], [3, 2], [4, 1], [5, 1], [5, 4], [6, 2], [6, 3], [7, 1], [7, 1], [7, 2], [7, 2], [7, 4], [5, 0], [0, 7], [0, 6], [3, 5]]",5088,"[[-3, -2, 1], [1, 0, 0], [0, 1, 0], [0, 0, 1], [0, -1, 0], [0, -2, 1], [-1, 0, 1], [-1, 0, -1]]","[0, 2, 1, 0, 0, 0, 0, 1]","[1, 10, 7, 2, 1, 2, 1, 6]"
3265,30,16,1,100,506,"[[2, 1], [2, 1], [2, 1], [4, 0], [4, 2], [5, 1], [5, 1], [5, 2], [5, 2], [5, 3], [6, 2], [6, 2], [6, 3], [6, 5], [7, 0], [7, 1], [3, 0], [5, 7], [4, 6]]",2000/3,"[[-1, -1, -1], [1, 0, -1], [0, 1, -1], [-1, -1, 2], [-1, 0, -1], [0, -1, 2], [-1, 0, 1], [0, -1, -1]]","[0, 1, 2, 0, 0, 1, 0, 0]","[1, 6, 10, 1, 1, 7, 3, 1]"
3272,30,18,3,100,510,"[[3, 1], [3, 1], [3, 1], [4, 1], [4, 1], [4, 3], [4, 3], [5, 3], [5, 4], [6, 1], [6, 2], [6, 3], [6, 3], [7, 4], [0, 7], [0, 2], [2, 5], [0, 1], [1, 7]]",10752,"[[-3, -4, -2], [1, 0, 0], [-3, -2, -2], [0, 1, 0], [0, 0, 1], [-1, 0, 0], [-1, 0, -1], [-1, -2, 0]]","[0, 2, 0, 1, 1, 0, 0, 0]","[1, 10, 1, 8, 6, 1, 2, 1]"
3279,30,16,2,101,508,"[[2, 0], [3, 1], [3, 1], [3, 1], [3, 2], [4, 1], [4, 1], [4, 3], [5, 1], [5, 1], [5, 4], [5, 4], [6, 1], [6, 5], [6, 5], [7, 1], [7, 6], [0, 6], [0, 4], [2, 7]]",1440,"[[-4, 2, -1], [1, 0, 0], [-3, 2, -1], [0, 1, 0], [0, 0, 1], [0, -1, 0], [-1, -1, -1], [-1, 0, -1]]","[0, 2, 0, 0, 1, 0, 0, 0]","[1, 11, 1, 3, 6, 4, 3, 1]"
3283,30,16,2,101,508,"[[2, 1], [2, 1], [2, 1], [3, 1], [3, 2], [3, 2], [4, 1], [4, 3], [5, 1], [5, 1], [5, 4], [6, 3], [6, 4], [7, 0], [7, 1], [7, 1], [7, 2], [0, 6], [0, 2], [0, 5]]",648,"[[-4, -1, -2], [1, 0, 0], [0, 1, 0], [0, 0, 1], [0, -1, 1], [0, -1, 0], [-1, -1, 1], [-1, 0, -1]]","[0, 2, 1, 0, 0, 0, 0, 0]","[2, 11, 7, 3, 2, 2, 1, 2]"
3288,30,17,3,101,510,"[[2, 1], [2, 1], [2, 1], [4, 0], [5, 1], [5, 2], [5, 4], [6, 1], [6, 1], [6, 2], [6, 2], [6, 3], [6, 3], [7, 2], [7, 4], [8, 2], [8, 2], [8, 3], [8, 7], [3, 0], [0, 1]]",6768,"[[-1, -1, -1], [1, -1, -1], [0, 1, 0], [-1, -1, 2], [-1, 0, -1], [0, 0, -1], [0, -1, 1], [-1, 1, 0], [-1, 1, 1]]","[0, 1, 2, 0, 0, 0, 0, 0, 0]","[1, 7, 11, 2, 1, 1, 4, 1, 2]"
3290,30,18,3,100,510,"[[2, 1], [2, 1], [2, 1], [4, 1], [4, 1], [4, 2], [4, 2], [4, 3], [5, 0], [5, 1], [6, 2], [6, 2], [6, 4], [7, 2], [7, 6], [3, 0], [0, 7], [3, 6], [2, 5]]",8056,"[[-1, -1, -1], [1, -1, 0], [0, 1, -1], [-1, -1, 2], [0, -1, 2], [0, -1, -1], [-1, 1, 0], [-1, 1, -1]]","[0, 1, 2, 0, 1, 0, 0, 0]","[1, 6, 11, 1, 6, 1, 3, 1]"
3293,30,19,4,100,512,"[[2, 1], [2, 1], [2, 1], [3, 1], [3, 1], [3, 2], [3, 2], [4, 1], [4, 3], [5, 1], [5, 2], [5, 2], [6, 1], [6, 4], [7, 3], [0, 7], [0, 6], [2, 7], [0, 5]]",113632/3,"[[-5, -4, -3], [1, 0, 0], [0, 1, 0], [0, 0, 1], [0, -1, 0], [-1, 0, -1], [-1, -2, -1], [-2, -1, 0]]","[0, 2, 1, 1, 0, 0, 0, 0]","[1, 10, 8, 6, 1, 2, 1, 1]"
3294,30,19,4,100,512,"[[2, 1], [2, 1], [2, 1], [2, 1], [3, 0], [3, 2], [4, 1], [4, 1], [4, 2], [5, 1], [5, 4], [6, 2], [6, 4], [6, 4], [7, 1], [7, 5], [6, 0], [0, 7], [1, 3]]",28800,"[[-5, -4, -3], [1, 0, 0], [0, 1, 0], [-3, -2, -2], [0, 0, 1], [0, -1, 0], [-1, 0, 1], [-1, -2, -1]]","[0, 2, 2, 0, 0, 0, 0, 0]","[1, 11, 9, 1, 4, 1, 2, 1]"
3315,30,11,0,104,504,"[[1, 0], [1, 0], [2, 0], [2, 0], [3, 0], [3, 0], [5, 1], [5, 2], [5, 2], [5, 4], [6, 1], [6, 3], [6, 3], [6, 4], [7, 1], [7, 4], [7, 5], [7, 6], [8, 2], [8, 2], [8, 3], [8, 3], [8, 4], [8, 4]]",28,"[[-1, 0, 0], [-1, 1, 1], [0, -1, 0], [0, 0, -1], [1, 0, 0], [0, 0, 1], [0, 1, 0], [0, 1, 1], [1, -1, -1]]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 3, 4, 4, 3, 3, 3, 2, 4]"
3335,30,13,0,102,504,"[[3, 0], [4, 1], [4, 1], [4, 3], [5, 2], [5, 4], [6, 0], [6, 1], [6, 1], [6, 2], [7, 0], [7, 1], [7, 1], [7, 3], [7, 4], [8, 1], [8, 1], [8, 2], [8, 4], [8, 5], [0, 2], [3, 5]]",24,"[[-1, -1, -1], [1, 0, 0], [-1, -1, 1], [-1, 0, -1], [0, 1, 0], [-1, 0, 1], [0, -1, 0], [0, 0, -1], [0, 0, 1]]","[0, 1, 0, 0, 1, 0, 0, 0, 0]","[2, 8, 2, 2, 6, 2, 2, 3, 3]"
3338,30,12,0,103,504,"[[2, 0], [4, 2], [4, 3], [5, 0], [5, 0], [5, 1], [5, 1], [6, 1], [6, 1], [6, 3], [6, 3], [6, 5], [6, 5], [7, 1], [7, 1], [7, 3], [7, 4], [8, 0], [8, 1], [8, 1], [8, 2], [8, 7], [0, 3]]",66,"[[-1, -1, 1], [1, 0, 0], [-1, 0, 1], [-1, 1, -1], [-1, 1, 0], [0, -1, 0], [0, 0, -1], [0, 1, 0], [0, 0, 1]]","[0, 1, 0, 0, 0, 0, 0, 0, 0]","[3, 8, 1, 3, 1, 4, 4, 3, 3]"
3342,30,11,0,104,504,"[[1, 0], [1, 0], [2, 0], [3, 1], [3, 2], [3, 2], [4, 0], [4, 2], [4, 2], [5, 4], [6, 1], [6, 1], [6, 3], [6, 5], [7, 0], [7, 1], [7, 4], [7, 5], [7, 5], [8, 2], [8, 3], [8, 5], [8, 5], [8, 6]]",8,"[[-1, 0, 0], [-1, 0, 1], [0, -1, -1], [0, -1, 0], [0, 0, -1], [1, 1, 0], [0, 0, 1], [0, 1, 0], [1, 0, 0]]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 4, 4, 3, 3, 4, 3, 3, 3]"
3354,30,11,0,104,504,"[[1, 0], [1, 0], [2, 0], [2, 0], [3, 1], [3, 1], [3, 2], [5, 0], [5, 0], [5, 4], [6, 1], [6, 1], [6, 3], [6, 4], [6, 4], [6, 5], [7, 2], [7, 3], [7, 3], [7, 4], [8, 2], [8, 4], [8, 5], [8, 7]]",16,"[[-1, -1, 1], [-1, 0, 0], [0, -1, 0], [0, 0, -1], [1, 1, 0], [0, 0, 1], [0, 1, 0], [1, 0, -1], [1, 0, 0]]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[4, 4, 3, 4, 3, 3, 4, 3, 2]"
3360,30,12,0,103,504,"[[1, 0], [3, 1], [4, 0], [4, 0], [4, 2], [4, 2], [5, 1], [5, 1], [5, 2], [5, 2], [5, 4], [6, 2], [6, 3], [7, 0], [7, 2], [7, 4], [7, 6], [7, 6], [8, 2], [8, 3], [8, 5], [8, 6], [0, 3]]",12,"[[-1, -1, 0], [-1, 0, -1], [1, 0, 0], [-1, 1, 0], [0, -1, 0], [0, 0, -1], [0, 1, 1], [0, 0, 1], [0, 1, 0]]","[0, 0, 1, 0, 0, 0, 0, 0, 0]","[3, 2, 7, 2, 4, 4, 3, 3, 2]"
3390,30,13,0,102,504,"[[1, 0], [3, 1], [4, 3], [5, 0], [5, 2], [5, 2], [5, 4], [6, 2], [6, 2], [6, 2], [6, 4], [6, 4], [6, 4], [6, 5], [7, 1], [7, 2], [8, 2], [8, 3], [8, 6], [8, 7], [5, 7], [0, 4]]",36,"[[-1, -1, 0], [-1, -1, 1], [1, 0, 0], [-1, 0, 1], [-1, 1, 0], [0, -1, -1], [0, 1, 0], [0, -1, 1], [0, 0, 1]]","[0, 0, 1, 0, 0, 1, 0, 0, 0]","[1, 1, 7, 1, 4, 6, 6, 2, 2]"
3406,30,11,0,104,504,"[[1, 0], [1, 0], [1, 0], [2, 0], [2, 0], [3, 0], [3, 2], [3, 2], [4, 1], [5, 1], [5, 3], [5, 3], [6, 1], [6, 4], [6, 5], [7, 0], [7, 2], [7, 2], [7, 4], [7, 4], [8, 3], [8, 4], [8, 5], [8, 7]]",16,"[[-1, 0, 0], [-1, 1, 0], [0, -1, 0], [0, -1, 1], [1, 1, -1], [0, 0, 1], [0, 1, 0], [1, 0, -1], [1, 0, 0]]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[5, 4, 4, 4, 3, 3, 1, 4, 2]"
3410,30,13,1,103,506,"[[1, 0], [2, 0], [3, 2], [3, 2], [4, 1], [5, 2], [5, 3], [6, 3], [6, 4], [6, 5], [7, 0], [7, 1], [7, 2], [7, 2], [8, 2], [8, 2], [8, 3], [8, 4], [8, 4], [8, 7], [0, 5], [0, 5]]",52,"[[-1, -1, -1], [-1, -1, 0], [1, 0, 0], [0, 1, 0], [-1, 0, 1], [-1, 1, -1], [-1, 1, 0], [0, -1, 0], [0, 0, 1]]","[0, 0, 2, 0, 0, 0, 0, 0, 0]","[3, 1, 10, 3, 2, 3, 1, 3, 4]"
3424,30,12,0,103,504,"[[1, 0], [2, 0], [4, 1], [5, 0], [5, 1], [5, 2], [5, 3], [5, 3], [5, 3], [6, 3], [6, 4], [7, 1], [7, 3], [7, 3], [7, 4], [7, 6], [8, 2], [8, 2], [8, 3], [8, 3], [8, 6], [8, 6], [2, 4]]",36,"[[-1, -1, 0], [-1, -1, 1], [-1, 0, -1], [1, 0, 0], [-1, 0, 1], [0, -1, 0], [0, 1, 0], [0, 0, 1], [0, 1, -1]]","[0, 0, 0, 1, 0, 0, 0, 0, 0]","[1, 2, 3, 8, 2, 4, 3, 3, 4]"
3428,30,13,0,102,504,"[[3, 0], [4, 1], [4, 1], [4, 1], [4, 3], [4, 3], [5, 2], [5, 4], [6, 0], [6, 1], [6, 1], [6, 3], [7, 1], [7, 2], [7, 6], [8, 1], [8, 1], [8, 2], [8, 4], [8, 5], [0, 2], [3, 5]]",72,"[[-1, -1, -1], [1, 0, 0], [-1, -1, 1], [-1, 0, -1], [0, 1, 0], [-1, 0, 1], [0, -1, -1], [0, -1, 0], [0, 0, 1]]","[0, 1, 0, 0, 1, 0, 0, 0, 0]","[1, 8, 2, 3, 7, 2, 3, 1, 3]"
3481,30,14,2,103,508,"[[1, 0], [2, 1], [3, 0], [4, 1], [4, 1], [4, 2], [5, 2], [5, 2], [5, 2], [5, 4], [6, 3], [7, 4], [7, 5], [7, 5], [7, 6], [8, 2], [8, 2], [8, 3], [8, 5], [8, 6], [0, 2], [0, 2]]",144,"[[-1, -2, 0], [-1, -1, -1], [1, 0, 0], [-1, -1, 1], [-1, 0, -1], [0, 1, 0], [-1, 0, 1], [-1, 1, 0], [0, 0, 1]]","[0, 0, 2, 0, 0, 0, 0, 0, 0]","[2, 2, 11, 1, 3, 5, 1, 2, 3]"
3494,30,15,2,102,508,"[[3, 0], [3, 1], [4, 1], [4, 2], [5, 0], [5, 1], [5, 1], [5, 3], [5, 4], [6, 2], [7, 1], [7, 1], [7, 3], [7, 3], [8, 1], [8, 6], [8, 7], [8, 7], [0, 2], [1, 6], [1, 6]]",684,"[[-1, -1, -1], [1, 0, 0], [-1, -1, 1], [-1, 0, -1], [0, -1, 0], [0, -1, -1], [-1, 0, 2], [-1, 1, 0], [-1, 1, 1]]","[0, 3, 0, 0, 0, 0, 0, 0, 0]","[1, 13, 1, 3, 1, 3, 2, 4, 2]"
3501,30,15,2,102,508,"[[1, 0], [3, 2], [3, 2], [3, 2], [4, 0], [4, 2], [4, 2], [4, 3], [5, 2], [5, 3], [6, 5], [7, 3], [7, 3], [7, 4], [7, 6], [8, 1], [8, 2], [8, 5], [1, 6], [0, 2], [0, 2]]",252,"[[-1, -2, 0], [-1, -2, 1], [1, 0, 0], [0, 1, 0], [-1, 0, -1], [0, 0, 1], [-1, 0, 1], [-1, 1, 0], [0, -1, 1]]","[0, 0, 2, 0, 1, 0, 0, 0, 0]","[2, 1, 11, 5, 5, 2, 1, 2, 1]"
3507,30,15,1,101,506,"[[3, 0], [3, 1], [3, 1], [4, 1], [5, 1], [5, 2], [6, 0], [6, 1], [6, 3], [7, 1], [7, 1], [7, 4], [7, 4], [7, 6], [7, 6], [8, 1], [8, 4], [8, 5], [2, 4], [0, 2], [3, 5]]",594,"[[-2, -1, -1], [1, 0, 0], [-2, -1, 1], [-1, -1, -1], [0, 1, 1], [-1, -1, 1], [-1, 0, -1], [0, 1, 0], [0, 0, 1]]","[0, 3, 0, 0, 0, 0, 0, 0, 0]","[1, 12, 1, 3, 3, 2, 3, 4, 1]"
3511,30,15,1,101,506,"[[1, 0], [2, 0], [3, 2], [4, 3], [4, 3], [4, 3], [5, 2], [5, 2], [5, 3], [5, 4], [5, 4], [6, 3], [6, 4], [7, 4], [7, 6], [8, 1], [8, 3], [8, 6], [1, 7], [5, 7], [0, 3]]",297,"[[-1, -2, 0], [-1, -2, 1], [-1, -1, -1], [1, 0, 0], [0, 1, 0], [-1, 0, -1], [0, 0, 1], [-1, 0, 1], [0, -1, 1]]","[0, 0, 0, 2, 1, 0, 0, 0, 0]","[1, 1, 2, 10, 7, 4, 2, 2, 1]"
3520,30,13,1,103,506,"[[3, 0], [4, 1], [4, 1], [4, 1], [5, 2], [5, 3], [5, 4], [5, 4], [5, 4], [6, 0], [6, 1], [7, 1], [7, 1], [7, 2], [7, 2], [7, 4], [7, 6], [8, 0], [8, 1], [8, 1], [8, 3], [8, 4], [0, 2]]",96,"[[-1, -1, -1], [1, 0, 0], [-1, -1, 1], [-1, 0, -1], [0, 1, 0], [-1, 1, 0], [0, -1, 0], [0, -1, 1], [0, 0, -1]]","[0, 1, 0, 0, 0, 0, 0, 0, 0]","[2, 8, 2, 1, 6, 3, 1, 4, 3]"
